축제명,개최장소,축제시작일자,축제종료일자,축제내용,주관기관,주최기관,후원기관,전화번호,홈페이지주소,관련정보,소재지도로명주소,소재지지번주소,위도,경도,데이터기준일자,제공기관코드,제공기관명
가로수사랑음악회,가로수사랑군민연대,2019-11-03,2019-11-03,"지역출신가수공연, 특집라디오공개방송 등",담양가로수사랑군민연대,담양군,,061-380-3152,,,전라남도 담양군 담양읍 지침3길 7-5,전라남도 담양군 담양읍 지침리 132-28,35.3161579,126.9840291,2019-09-17,4850000,전라남도 담양군
고서포도축제,고서면 증암천변 일원,2019-07-20,2019-07-21,특산품 홍보 및 판매,고서포도축제추진위원회,담양군,,061-380-3152,,,전라남도 담양군 고서면 가사문학로 325,전라남도 담양군 고서면 동운리 583-4,35.22370105,126.9729391,2019-09-17,4850000,전라남도 담양군
해운대 북극곰축제,해운대해수욕장,2019-01-05,2019-01-06,겨울바다 수영입수식 및 축하공연 버스킹 등,부산일보,부산일보,부산광역시,051-888-5054,http://bear.busan.com/ko/,달맞이 언덕 문텐로드,부산광역시 해운대구 중1동,부산광역시 해운대구 중1동,35.15790016,129.1458546,2019-09-23,6260000,부산광역시
낙동강유채꽃 축제,대저생태공원,2019-04-06,2019-04-14,유채꽃 관람 체험 및 공연프로그램 등,(사)부산문화관광축제조직위원회,부산광역시,BNK,051-888-5222,http://www.bfo.or.kr/main/index.asp,대저생태공원 오토캠핑장,부산광역시 강서구 대저1동,부산광역시 강서구 대저1동 2314-11,35.20984733,128.9845542,2019-09-23,6260000,부산광역시
원도심활성화 축제,원도심,2019-05-25,2019-05-26,원도심 야경투어및 관광명소 탐방,(사)부산문화관광축제조직위원회,부산광역시,BNK,051-888-5221,http://www.bfo.or.kr/main/index.asp,용두산공원 태종대 영도대교 도개,부산광역시 중구 중구로,부산광역시 중구 중구로 120,35.10619853,129.0323505,2019-09-23,6260000,부산광역시
부산바다축제,부산5개해수욕장,2019-08-02,2019-08-06,개막행사 물의난장 음악공연 등,(사)부산문화관광축제조직위원회,부산광역시,BNK,051-888-5224,http://www.bfo.or.kr/main/index.asp,광안리 송정 송도해수욕장,부산광역시 수영구 민락동,부산광역시 수영구 민락동,35.153968,129.119989,2019-09-23,6260000,부산광역시
부산국제록페스티벌,삼락생태공원,2019-07-27,2019-07-28,국내외 록밴드 라이브공연,(사)부산문화관광축제조직위원회,부산광역시,"BNK, 대선주조",051-888-5222,http://www.bfo.or.kr/main/index.asp,렛츠런파크,부산광역시 사상구 삼락동,부산광역시 사상구 삼락동29-49,35.16833555,128.9733583,2019-09-23,6260000,부산광역시
부산불꽃축제,광안리해변,2019-11-02,2019-11-02,"해외초청 불꽃쇼, 첨단멀티 불꽃쇼",(사)부산문화관광축제조직위원회,부산광역시,"BNK, 고려제강",051-888-5222,http://www.bfo.or.kr/main/index.asp,광안대교,부산광역시 수영구 민락동,부산광역시 수영구 민락동,35.153968,129.119989,2019-09-23,6260000,부산광역시
부산크리스마스트리축제,광복로일원,2019-11-16,2020-01-05,"트리점등식 문화공연, 사랑나눔행사",크리스마스트리축제위원회,(사)부산기독교총연합회,부산광역시,051-888-5221,http://bctf.kr/g5/,"광복로일원, 자갈치시장",부산광역시 중구 광복로 6번길,부산광역시 중구 광복로 6번길,35.09929696,129.0258061,2019-09-23,6260000,부산광역시
부산시민의종 타종식,용두산공원,2019-12-31,2020-01-01,"시민의종 타종, 문화공연",(사)부산문화관광축제조직위원회,부산광역시,BNK,051-888-5224,http://www.bfo.or.kr/main/index.asp,용두산공원,부산광역시 해운대구 중동,부산광역시 해운대구 중동 1015,35.15790016,129.1724709,2019-09-23,6260000,부산광역시
부산항축제,북항 및 국립해양박물관 일원,2019-05-25,2019-05-26,"부산항불꽃쇼, 부산항투어, 해양레저체험 등",(사)부산문화관광축제조직위원회,"부산광역시, 부산지방해양수산, 부산항만공사",,051-888-5357,http://www.bfo.or.kr,부산항축제,부산광역시 동구 충장대로 206,부산광역시 동구 초량동 45-39,35.11774625,129.0491459,2019-09-23,6260000,부산광역시
조선통신사 축제,"광복로일원, 용두산공원",2019-05-03,2019-05-06,"조선통신사 행렬재현, 마상재, 新조선통신사 프로그램 등",부산문화재단,부산광역시,,051-888-5092,http://tongsinsa.com/html/,용두산공원,부산광역시 중구 광복동,부산광역시 중구 용두산길 37-55,35.1009305,129.0324434,2019-09-23,6260000,부산광역시
광주 남한산성문화제,남한산성도립공원,2019-09-27,2019-09-29,개막행사+6개 마당 행사+부대행사,광주시 남한산성문화제 추진위원회,경기도 광주시청,,031-760-2726,https://www.gjcity.go.kr,축제안내,경기도 광주시 남한산성면 산성리 1042,경기도 광주시 남한산성면 산성리 1042,37.476835,127.1836325,2019-12-15,5540000,경기도 광주시
광주왕실도자기축제,곤지암도자공원,2019-04-26,2019-05-12,공연+체험행사+전시,경기도 광주시청,왕실도자기축제 추진위원회,,031-760-2913,https://www.gjcity.go.kr,축제안내+도자기정보+도자기역사,경기도 광주시 곤지암읍 경충대로 727,경기도 광주시 곤지암읍 삼리 72-1,37.35028421,127.3347877,2019-12-15,5540000,경기도 광주시
퇴촌토마토축제,퇴촌면 공설운동장,2019-06-13,2019-06-16,퇴촌 토마토축제,퇴촌토마토축제위원회,경기도 광주시 퇴촌면사무소,경기도 광주시청,031-760-4819,https://www.gjcity.go.kr,축제안내,,경기도 광주시 퇴촌면 광동리 530번지,37.47269684,127.3014271,2019-12-15,5540000,경기도 광주시
소래포구축제,인천 남동구 논현동,2019-09-27,2019-09-29,관광축제,"남동구축제추진위원회,남동구도시관리공단",인천광역시 남동구,,032-453-2142,www.namdong.go.kr/soraefestival,,인천광역시 남동구 아암대로,인천광역시 남동구 논현동 775,37.38349123,126.7083559,2019-07-01,3530000,인천광역시 남동구
고려산진달래축제,고인돌 광장 등,2019-04-20,2019-04-28,진달래군락지 관람 진달래 체험전 등,강화군문화축제추진위원회,강화군,,032-930-3623,http://www.ganghwa.go.kr/open_content/festival/,,인천광역시 강화군 하점면 강화대로 994-19,인천광역시 강화군 하점면 부근리 350-4,37.77370952,126.4353365,2019-09-20,3570000,인천광역시 강화군
배내골고로쇠축제,배내골홍보관,2019-03-02,2019-03-03,"고로쇠약수기원제례,시음회, 문화공연 및 장기자랑",배내골주민위원회,배내골주민위원회,경상남도 양산시,055-364-7778,http://tour.yangsan.go.kr/,,경상남도 양산시 원동면 배내로 431,경상남도 양산시 원동면 선리 1421-5,35.48686206,128.9860377,2019-09-18,5380000,경상남도 양산시
원동청정미나리축제,함포마을일원,2019-03-01,2019-03-31,청정 미나리 시식 및 판매,원동청정미나리연구회,원동청정미나리연구회,경상남도 양산시,055-392-3232,http://tour.yangsan.go.kr/,,경상남도 양산시 원동면 원동로 1708,경상남도 양산시 원동면 원리 414-8,35.38015379,128.9211173,2019-09-18,5380000,경상남도 양산시
배내골사과축제,양산배내골 홍보관,2018-11-03,2018-11-04,"시식회,사과빨리먹기대회,노래자랑,풍물놀이",배내골주민위원회,배내골주민위원회,경상남도 양산시,055-364-7778,http://tour.yangsan.go.kr/,,경상남도 양산시 원동면 배내로 431,경상남도 양산시 원동면 선리 1421-5,35.48686206,128.9860377,2019-09-18,5380000,경상남도 양산시
원동매화축제,"원동교 특설무대, 쌍포매실다목적광장",2019-03-13,2019-03-14,"매화가족 참여마당, 매화향 음악회, 매실청정미나리 시식 및 판매, 체험행사",원동매화축제추진위원회,원동매화축제추진위원회,경상남도 양산시,055-392-3232,http://www.yangsanfes.com/,,경상남도 양산시 원동면 원동로 2220,경상남도 양산시 원동면 영포리 537,35.42085217,128.9410364,2019-09-18,5380000,경상남도 양산시
양산웅상회야제,웅상체육공원,2019-05-11,2019-05-12,"전국듀엣가요제,북페스티벌,웅상풍물한마당,양산시민씨름대회, 천성산철쭉제, 다문화축제, 전시체험, 웅상농청장원놀이 등",양산웅상회야제추진위원회,양산웅상회야제추진위원회,"양산시, 양산시의회",055-392-2547,http://www.yangsanfes.com/,,경상남도 양산시 배움터길60-19,경상남도 양산시 평산동 623-7,35.37762785,129.1434288,2019-09-18,5380000,경상남도 양산시
양산삽량문화축전,양산천둔치일원,2018-10-12,2018-10-14,"개막식,축하공연,참여프로그램 등",양산삽량문화축전추진위원회,양산시,"문화관광체육부,경상남도,양산문화원",055-392-2547,http://www.yangsanfes.com/,,경상남도 양산시 중앙로 39-1,경상남도 양산시 남부동 505,35.33345075,129.036759,2019-09-18,5380000,경상남도 양산시
계룡군문화축제,계룡대 비상활주로 일원,2018-10-05,2018-10-09,"軍관련 공연, 전시, 체험행사 등",계룡시,계룡시,문화체육관광부,042-840-2431,http://www.m-festival.org/,,충청남도 계룡시 장안로 46,,36.274229,127.248827,2018-08-20,5580000,충청남도 계룡시
제15회 영등포 여의도 봄꽃축제,여의서로 일대(국회의사당 뒤편),2019-04-05,2019-04-11,"공연, 문화, 전시, 체험",영등포문화재단,영등포구,"서울특별시, 우리은행, 산업은행",02-2670-3128,www.ydp.go.kr www.ydpcf.or.kr,,서울특별시 영등포구 의사당대로 1,서울특별시 영등포구 여의도동 1,37.5329136,126.9164036,2019-12-20,3180000,서울특별시 영등포구
난설헌문화제,허균허난설헌기념공원,2019-04-27,2019-04-28,"제례 및 난설헌 시문학상 시상식, 인형극 공연, 난설헌 글짓기 대회, 솔밭 들차회 등",(사)교산·난설헌선양회,강릉시,-,000-0000-0000,http://www.hongkildong.or.kr/,http://www.hongkildong.or.kr/web2011/board.php?board=nan&command=body&no=5&config=5,강원도 강릉시 난설헌로 193번길 1-16 (초당동),강원도 강릉시 초당동 477,37.7919383,128.9092743,2019-09-17,4200000,강원도 강릉시
강릉단오제,강릉시 남대천 단오장 및 지정행사장,2019-06-03,2019-06-10,"문화재행사, 공연, 체험, 전시, 시민참여행사, 경축부대행사및 난장 등",(사)강릉단오제위원회(사)강릉단오제보존회 외,"(사)강릉단오제위원회,(사)강릉단오제보존회","강릉시, 강원도, 문화체육관광부",033-641-1593,http://www.danojefestival.or.kr/,"축제개요,역사,사진자료 등",강원도 강릉시 단오장길 1 (노암동),강원도 강릉시 노암동 722-2,37.7480352,128.8950714,2019-09-17,4200000,강원도 강릉시
강릉커피축제,"강릉아레나, 안목해변",2019-10-03,2019-10-06,"100인100미 강릉바리스타 퍼포먼스, 커피경연대회(바리스타, 핸드드립, 커핑, 마카롱) , 커피체험(로스팅, 추출, 커핑, 공예품 등), 전시, 공연 등",강릉문화재단,강릉시,강원도,033-647-6802,http://www.coffeefestival.net/,http://korean.visitkorea.or.kr/kor/bz15/where/festival/festival.jsp?cid=825295,강원도 강릉시 수리골길 102(초당동),,37.77929864,128.8970866,2019-09-17,4200000,강원도 강릉시
허균문화제,허균허난설헌기념공원,2019-09-21,2019-09-22,"재례 및 허균문학 작가상 시상식, 학술대회, 한복체험, 인형극 공연 등",(사)교산·난설헌선양회,강릉시,-,000-0000-0000,http://www.hongkildong.or.kr/,http://www.hongkildong.or.kr/web2011/board.php?board=moon&command=body&no=5&config=5,강원도 강릉시 난설헌로 193번길 1-16 (초당동),강원도 강릉시 초당동 477,37.7919383,128.9092743,2019-09-17,4200000,강원도 강릉시
경산자인단오제,경산시 자인면 계정숲,2019-06-07,2019-06-09,무형문화재 공연 및 각종 체험부대행사,경산자인단오제보존회,경산자인단오제보존회,문화재청 경상북도 경산시,053-856-5765,,,경상북도 경산시 자인면 계정길 68,경상북도 경산시 자인면 서부리 70,35.81784645,128.8189949,2019-09-09,5130000,경상북도 경산시
경산갓바위소원성취축제,갓바위공영주차장,2019-08-31,2019-09-01,"다례봉행, 음악회 및 각종부대행사",경산갓바위축제추진위원회,경산갓바위축제추진위원회,경상북도 경산시,053-851-0022,,,,경상북도 경산시 와촌면 대한리 537,35.98501125,128.7495302,2019-09-09,5130000,경상북도 경산시
동래읍성역사축제,"동래문화회관,읍성광장,온천장 일원",2020-10-09,2020-10-11,"동래부사행차 길놀이,동래성 전투 실경 뮤지컬,동래세가닥줄다리기,동래온천용왕제길놀이,동래장터 체험 등","동래문화원,동래읍성역사축제추진위원회",동래구청,"부산광역시,한국관광공사,부산관광공사 등",051-550-4092,http://festival.dongnae.go.kr,축제정보,부산광역시 동래구 문화로 80,부산광역시 동래구 명륜동 137,35.21195234,129.090544,2019-11-12,3300000,부산광역시 동래구
제22회 찰옥수수축제,토리숲,2018-07-27,2018-07-29,"찰옥수수판매, 군민의날 축하공연, 불꽃놀이, 수상레저 체험",(재)홍천문화재단,홍천군 문화관광과,홍천군,033-430-2472,www.hccf.or.kr/,"홍천9경(팔봉산, 가리산, 미약골, 금학산, 가령폭포, 공작산 수타사, 용소계곡, 살둔계곡, 가칠봉 삼봉약수)",,강원도 홍천군 홍천읍 갈마곡리 496-2,37.68975727,127.8930626,2018-08-27,4250000,강원도 홍천군
제2회 별빛음악맥주축제,토리숲,2018-08-01,2018-08-05,"맥주를 활용한 각종 이벤트, 대학생 참여 이벤트, 체험행사, 콘서트",(재)홍천문화재단,홍천군 문화관광과,홍천군,033-430-2472,www.hccf.or.kr/,"홍천9경(팔봉산, 가리산, 미약골, 금학산, 가령폭포, 공작산 수타사, 용소계곡, 살둔계곡, 가칠봉 삼봉약수)",,강원도 홍천군 홍천읍 갈마곡리 496-2,37.68975727,127.8930626,2018-08-27,4250000,강원도 홍천군
인삼한우명품축제,토리숲,2018-10-06,2018-10-09,"인삼. 한우판매, 인삼경매, 체험행사, 시식행사, 판매행사등",(재)홍천문화재단,홍천군 문화관광과,홍천군,033-430-2472,www.hccf.or.kr/,"홍천9경(팔봉산, 가리산, 미약골, 금학산, 가령폭포, 공작산 수타사, 용소계곡, 살둔계곡, 가칠봉 삼봉약수)",,강원도 홍천군 홍천읍 갈마곡리 496-2,37.68975727,127.8930626,2018-08-27,4250000,강원도 홍천군
